facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,_condition,measure_id,measure_name,score,sample,footnote,start_date,end_date
010012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,(256) 845-3150,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,95,146,,04/01/2024,03/31/2025
010012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,(256) 845-3150,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,100,79,,04/01/2024,03/31/2025
010012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,(256) 845-3150,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,Not Available,Not Available,1,01/01/2024,12/31/2024
010012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,(256) 845-3150,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,5,01/01/2024,12/31/2024
010012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,(256) 845-3150,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,Not Available,Not Available,1,01/01/2024,12/31/2024
010012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,(256) 845-3150,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
010012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,(256) 845-3150,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,91,407,,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Emergency Department,EDV,Emergency department volume,medium,,,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,11,11064,,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,1,1851,,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,75,1884,,10/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",192,445,,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,190,426,,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,303,12,,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Emergency Department,OP_22,Left before being seen,2,31532,,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,1,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,2761,,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,74,112,2,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,92,38,2,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,100,28,2,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,112,2,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94,53,2,04/01/2024,03/31/2025
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,Not Available,Not Available,5,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,81,3480,,01/01/2024,12/31/2024
010016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,(205) 620-8100,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Emergency Department,EDV,Emergency department volume,low,,,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,0,50,,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,1,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,97,560,,10/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",124,383,,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,124,380,,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,Not Available,7,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Emergency Department,OP_22,Left before being seen,1,9416,,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Emergency Department,OP_23,Head CT results,Not Available,Not Available,5,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,Not Available,0,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,Not Available,Not Available,5,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,Not Available,Not Available,5,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,5,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,Not Available,Not Available,5,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,Not Available,Not Available,5,04/01/2024,03/31/2025
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,Not Available,Not Available,5,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,14,73,,01/01/2024,12/31/2024
010018,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD STE 305,BIRMINGHAM,AL,35233,JEFFERSON,(205) 325-8596,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Emergency Department,EDV,Emergency department volume,medium,,,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,66,1957,,10/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",188,376,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,184,351,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,Not Available,Not Available,1,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,358,18,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Emergency Department,OP_22,Left before being seen,3,34390,,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Emergency Department,OP_23,Head CT results,60,20,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96,69,,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,1602,,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,63,422,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,80,162,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,88,97,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,422,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89,256,,04/01/2024,03/31/2025
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,88,32,,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,1,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,85,34,,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
010019,HELEN KELLER HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,(256) 386-4556,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
010021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,(334) 774-2601,Emergency Department,EDV,Emergency department volume,low,,,01/01/2024,12/31/2024
010021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,(334) 774-2601,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
010021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,(334) 774-2601,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
010021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,(334) 774-2601,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
